word,part_of_speech,is_ste,approved_meaning,ste_example,non_ste_example
sweep,verb,0,"SCAN
              (Technical noun)",MAKE A SCAN OF THE FREQUENCY BAND.,Sweep the frequency band.
swing,verb,0,"MOVE
              (verb)",MOVE THE SHOCK ABSORBERS INTO THEIR CORRECT POSITIONS.,Swing the shock absorbers into their correct positions.
swing,verb,0,"CALIBRATE
              (verb)",YOU CAN CALIBRATE ALL THE COMPASS SYSTEMS AT THE SAME TIME.,All compass systems may be swung simultaneously.
switch,verb,0,"SET
              (verb)",SET THE SELECTOR TO “SYSTEM DISPLAY.”,Switch the selector to “SYSTEM DISPLAY.”
switch off,verb,0,"SET
              (verb)",SET THE NAV 1 SWITCH TO “OFF.”,Switch off NAV 1.
switch on,verb,0,"SET
              (verb)",SET THE NAV 1 SWITCH TO “ON.”,Switch on NAV 1.
synchronize,verb,0,"ADJUST
              (verb)",ADJUST COMPASS SYSTEM 1 UNTIL IT AGREES WITH COMPASS SYSTEM 2.,Synchronize compass system 1 with compass system 2.
take,verb,0,"REMOVE
              (verb)",REMOVE THE FILTER FROM THE SOLVENT.,Take the filter from the solvent.
take,verb,0,"GET
              (verb)",GET A SAMPLE OF THE SOLUTION.,Take a sample of the solution.
take care,verb,0,"MAKE SURE
              (verb)","DURING THIS STEP, MAKE SURE THAT YOU DO NOT CAUSE DAMAGE TO THE SURFACE.","During this step, take care not to cause damage to the surface."
talk,verb,0,"SPEAK
              (verb)",SPEAK INTO THE MICROPHONE.,Talk into the microphone.
tape,verb,0,"TAPE
              (Technical noun)",ATTACH THE FOIL WITH TAPE TO KEEP IT IN POSITION.,Tape the foil in position.
taut,adjective,0,"TENSION
              (Technical noun)",MAKE SURE THAT THE TENSION IN THE CABLES IS CORRECT.,Make sure the cables are taut.
tear,verb,0,"DAMAGE
              (noun)",BE CAREFUL THAT YOU DO NOT CAUSE DAMAGE TO THE BELLOWS.,Take care you do not tear the bellows.
technique,noun,0,"METHOD
              (noun)",THIS METHOD GIVES THE BEST RESULTS .,This technique gives the best results.
tension,verb,0,"TENSION
              (Technical noun)",ADJUST THE TENSION IN THE CABLES TO THE CORRECT VALUE.,Tension cables to the correct value.
terminate,verb,0,"STOP
              (verb)",STOP THE TEST AFTER 2 SECONDS.,Terminate the test after 2 seconds.
test,verb,0,"TEST
              (noun)",DO A FUNCTIONAL TEST OF THE SOFTWARE.,Functionally test the software.
therefore,adverb,0,"THUS
              (verb)","THIS TORQUE SHAFT CANNOT MOVE INBOARD. THUS, BEFORE YOU REMOVE IT, REMOVE THE OUTBOARD TORQUE SHAFT.","This torque shaft cannot move inboard. Therefore, before you remove it, remove the outboard torque shaft."
thin,verb,0,"LIQUID
              (adjective)",ADD SOLVENT TO MAKE THE PAINT MORE LIQUID.,Add solvent to thin the paint.
thorough,adjective,0,"FULL
              (adjective)",DO A FULL CHECK OF THE CONTROL SYSTEM.,Do a thorough check of the control system.
thoroughly,adverb,0,"FULLY
              (adverb)",DRY THE SURFACE FULLY.,Dry the surface thoroughly.
thread,verb,0,"PUT
              (verb)",PUT TAPE ON THE ROLLER.,Thread tape on the roller.
threaded,adjective,0,"THREAD
              (Technical noun)",PUT THE END OF THE ROD THAT HAS A THREAD IN THE FITTING.,Put the threaded end of the rod in the fitting.
throughout,preposition,0,"DURING
              (preposition)",MAKE SURE THAT THE DOORS ARE CLOSED DURING THE TEST.,Make sure that the doors are closed throughout the test.
tie,verb,0,"ATTACH
              (verb)",ATTACH THE THREADING CORD TO THE NEW CABLE.,Tie the threading cord to the new cable.
till,conjunction,0,"UNTIL
              (conjunction)",MOVE THE LEVER UNTIL IT TOUCHES THE STOP.,Move the lever till it hits the stop.
time,verb,0,"TIME
              (noun)",MEASURE THE TIME THAT IS NECESSARY FOR THE PRESSURE TO DECREASE.,Time the pressure decay.
tip,noun,0,"POINT
              (noun)","BEFORE YOU MAKE THE HOLE, MAKE SURE THAT THE POINT OF THE DRILL BIT IS SHARP.","Before you make the hole, make sure the tip of the drill bit is sharp."
tip,verb,0,"TILT
              (verb)","TO INSTALL THE INDICATOR, TILT IT REARWARD.","To install the indicator, tip it rearward."
top off,verb,0,"FILL
              (verb)",FILL THE HYDRAULIC SYSTEM AS NECESSARY.,Top off the hydraulic system as necessary.
toward,preposition,0,"TO
              (preposition)",THE ARROW MUST POINT TO THE REAR.,The arrow must point toward the rear.
toxic,adjective,0,"POISONOUS
              (adjective)",THIS COMPOUND IS POISONOUS.,This compound is toxic.
trace,noun,0,"SIGN
              (noun)",EXAMINE THE AREA AROUND THE DRAIN HOLES FOR SIGNS OF CORROSION.,Check the area surrounding the drain holes for traces of corrosion.
trace,verb,0,"FIND
              (verb)",FIND THE BROKEN WIRE.,Trace the broken wire.
track,verb,0,"MONITOR
              (verb)",MONITOR THE TEMPERATURE.,Track the temperature.
trained,adjective,0,"APPROVED
              (adjective)",ONLY APPROVED PERSONNEL CAN OPERATE THE BRAKES.,Only trained personnel can operate the brakes.
transfer,noun,0,"MOVEMENT
              (noun)",MAKE SURE THAT THE RATE OF MOVEMENT OF FUEL FROM THE WING TANKS TO THE CENTER TANK IS EQUAL.,Make sure the rate of fuel transfer from the wing tanks to the center tank is equal.
transfer,noun,0,"SUPPLY
              (noun)",MAKE SURE THAT THE RATE OF SUPPLY OF FUEL FROM THE WING TANKS TO THE CENTER TANK IS EQUAL.,Make sure the rate of fuel transfer from the wing tanks to the center tank is equal.
transfer,verb,0,"MOVE
              (verb)",MOVE THE COUPLINGS TO THE NEW UNIT.,The couplings must be transferred to the new unit.
transition,noun,0,"CHANGE
              (noun)",THE CHANGE FROM FULL-RATE OPERATION TO HALF-RATE OPERATION MUST OCCUR IMMEDIATELY.,The transition from full- rate operation to half- rate operation must occur immediately.
transport,verb,0,"SEND
              (verb)",SEND THE PART TO THE OVERHAUL SHOP.,Transport the part to the overhaul shop.
trapped,adjective,0,"CAUGHT
              (adjective)",MAKE SURE THAT THE CABLE IS NOT CAUGHT.,Make sure that the cable is not trapped.
travel,verb,0,"GO
              (verb)",THE TURNBUCKLE GOES THROUGH A HOLE IN THE BULKHEAD.,The turnbuckle travels through a hole in the bulkhead.
travel,verb,0,"MOVE
              (verb)",THE LEVER MOVES THROUGH A 30-DEG. ARC.,The lever travels through a 30-deg. arc.
treat,verb,0,"APPLY
              (verb)",APPLY WAX TO THE SURFACE.,Treat the surface with wax.
trigger,verb,0,"CAUSE
              (verb)",HEAT CAUSES THE PRESSURE TO INCREASE.,Heat triggers a pressure increase.
trim,verb,0,"CUT
              (verb)",CUT THE PATCH TO THE CORRECT DIMENSION.,Trim the patch to fit.
trip,verb,0,"OPEN
              (verb)",OPEN THE CIRCUIT BREAKER.,Trip the circuit breaker.
troubleshoot,verb,0,"TROUBLESHOOTING
              (Technical noun)",DO THE TROUBLESHOOTING PROCEDURE ON THE VHF NAVIGATION SYSTEM.,Troubleshoot the VHF navigation system.
true,adjective,0,"CORRECT
              (adjective)",MAKE SURE THAT THE VALUE SHOWN ON THE INDICATOR IS CORRECT.,Make sure that the indicator reading is true.
tuck,verb,0,"PUT
              (verb)",PUT THE HEADSTRAP INTO THE FACE PIECE.,Tuck the headstrap into the face piece.
turn off,verb,0,"SET
              (verb)",SET THE COMPUTER TO “OFF.”,Turn off the computer.
turn off,verb,0,"DE-ENERGIZE
              (verb)",DE-ENERGIZE THE ELECTRICAL SYSTEM.,Turn the electrical system off.
turn on,verb,0,"SET
              (verb)",SET THE POWER TO “ON.”,Turn on the power.
turn over,verb,0,"TURN
              (verb)",TURN THE DISPLAY PANEL UNTIL YOU HAVE ACCESS TO THE CABLE.,Turn the display panel over to access the cable.
twice,adverb,0,"TWO
              (Technical noun)",DO THIS PROCEDURE TWO TIMES.,Do this procedure twice.
unable,adjective,0,"CANNOT
              (verb)","IF YOU CANNOT TURN THE PULLEY, MAKE SURE THAT THE PIN IS REMOVED.","If you are unable to turn the pulley, make sure that the pin is removed."
unauthorized,adjective,0,NOT APPROVED,"IF YOU ARE NOT APPROVED TO DO THIS WORK, DO NOT DO THIS ENGINE TEST.","If you are unauthorized, do not do this engine test."
uncap,verb,0,"REMOVE
              (verb)",REMOVE THE CAPS FROM THE HOSES.,Uncap the hoses.
unclip,verb,0,"REMOVE
              (verb)",REMOVE THE VISOR FROM THE CLIP.,Unclip the visor.
uncoil,verb,0,"UNWIND
              (verb)",UNWIND THE CABLES CAREFULLY.,Uncoil the cables carefully.
uncontaminated,adjective,0,"CLEAN
              (adjective)",MAKE SURE THAT THE HYDRAULIC FLUID IS CLEAN.,Make sure that the hydraulic fluid is uncontaminated.
uncouple,verb,0,"DISCONNECT
              (verb)",DISCONNECT THE TOW BAR FROM THE VEHICLE.,Uncouple the tow bar from the vehicle.
uncovered,adjective,0,"COVER
              (Technical noun)",DO NOT PUT A COVER ON THE CONTAINER.,Leave the container uncovered.
undamaged,adjective,0,NOT DAMAGED,MAKE SURE THAT THE SKIN IS NOT DAMAGED.,Make sure that the skin is undamaged.
under,preposition,0,"BELOW
              (preposition)",INSTALL THE CABLE THROUGH THE GUIDE TUBE BELOW THE CABIN FLOOR.,Install the cable through the guide tube under the cabin floor.
underneath,preposition,0,"BELOW
              (preposition)",PUT THE CONTAINER BELOW THE DRAIN VALVE.,Place the container underneath the drain valve.
underside,noun,0,"BOTTOM
              (noun)",EXAMINE THE FOUR ATTACHING HOLES ON THE BOTTOM.,Examine the four attaching holes on the underside.
undertake,verb,0,"DO
              (verb)",DO THIS TASK IN AN AREA THAT HAS GOOD AIRFLOW.,Undertake this task in an area that has good airflow.
undo,verb,0,"LOOSEN
              (verb)",LOOSEN THE BOLTS THAT ATTACH THE UNIT.,Undo the bolts that attach the unit.
undue,adjective,0,"UNWANTED
              (adjective)","TO PREVENT UNWANTED FRICTION, POLISH THE SURFACE.","To prevent undue friction, polish the surface."
uneven,adjective,0,"EQUAL
              (adjective)",MAKE SURE THAT THE FUEL LOAD IS EQUAL ON EACH SIDE OF THE AIRCRAFT CENTERLINE.,Avoid uneven fuel load about the aircraft centerline.
uniform,adjective,0,"CONSTANT
              (adjective)",CURE THE SEALANT AT A CONSTANT TEMPERATURE.,Cure the sealant at a uniform temperature.
uniformly,adverb,0,"EQUALLY
              (adverb)",MAKE SURE THAT THE TWO PISTONS EXTEND EQUALLY.,Make sure that the two pistons extend uniformly.
unintentional,adjective,0,"ACCIDENTAL
              (adjective)",A GUARD ON THE CONTROL SWITCH OF THE PUMP PREVENTS ACCIDENTAL OPERATION.,A guard on the control switch of the pump prevents unintentional operation.
unintentionally,adverb,0,"ACCIDENTALLY
              (adverb)","IF YOU ACCIDENTALLY SPRAY RAIN REPELLENT FLUID ONTO A DRY WINDSHIELD, REMOVE THE FLUID WITH SOLVENT.","If rain repellent fluid is unintentionally sprayed onto a dry windshield, remove the fluid with solvent."
unlatch,verb,0,"RELEASE
              (verb)",THE SWITCH MUST RELEASE.,Switch must unlatch.
unload,verb,0,"RELEASE
              (verb)",RELEASE THE SPRING TENSION.,Unload the spring tension.
unnecessary,adjective,0,NOT NECESSARY,REMOVE THE GROUND EQUIPMENT THAT IS NOT NECESSARY.,Remove the unnecessary ground equipment.
unobstructed,adjective,0,"CLOGGED
              (adjective)",MAKE SURE THAT THE DRAIN OPENINGS ARE NOT CLOGGED.,Make sure that the drain openings are unobstructed.
unpack,verb,0,"REMOVE
              (verb)",REMOVE THE PARTS FROM THE SHIPPING CONTAINER.,Unpack the shipping container.
unpainted,adjective,0,"BARE
              (adjective)",APPLY PROTECTIVE TREATMENT ON THE BARE SURFACES.,Protect the unpainted surfaces.
unplug,verb,0,"DISCONNECT
              (verb)",DISCONNECT THE SOLDERING IRON.,Unplug the soldering iron.
unprotected,adjective,0,"PROTECTION
              (noun)","WHEN YOU REMOVE THE COVER, THE CONTACTS HAVE NO PROTECTION.","When you remove the cover, the contacts are unprotected."
unreel,verb,0,"UNWIND
              (verb)",UNWIND THE HOSE.,Unreel the hose.
unrestricted,adjective,0,"FREE
              (adjective)",THE BALL BEARING MUST BE FREE TO TURN.,Ball bearing rotation must be unrestricted.
unsafe,adjective,0,"DANGEROUS
              (adjective)","IN THESE CONDITIONS, IT IS DANGEROUS TO REMOVE THE CARTRIDGES FROM THE FIRE EXTINGUISHER BOTTLE.","In these conditions, it is unsafe to remove the cartridges from the fire extinguisher bottle."
unscrew,verb,0,"LOOSEN
              (verb)",LOOSEN THE CAPTIVE BOLTS.,Unscrew the captive bolts.
unstable,adjective,0,NOT STABLE,"IF THE SURFACE IS NOT STABLE, AN ACCIDENT CAN OCCUR.","If the surface is unstable, an accident can occur."
unused,adjective,0,"NEW
              (adjective)",FILL THE TANK WITH NEW OIL.,Fill the tank with unused oil.
up to,preposition,0,"UNTIL
              (preposition)","UNTIL THIS STEP, THE UNIT IGNORES ALL OUTPUT SIGNALS.",Up to this step the unit ignores all output signals.
up to,preposition,0,"THRU
              (preposition)",DO STEPS 1 THRU 4.,Do all steps up to and including step 4.
upon,preposition,0,"ON
              (preposition)",PUT THE OHMMETER ON A FLAT SURFACE.,Put the ohmmeter upon a flat surface.
upper,adjective,0,"MAXIMUM
              (adjective)",FILL THE CONTAINER TO THE MAXIMUM LEVEL.,Fill the container to the upper level.
uppermost,adjective,0,"UP
              (adverb)",INSTALL THE BOLTS WITH THEIR HEADS UP.,Install the bolts with their heads in uppermost position.
uppermost,adverb,0,"UP
              (adverb)",INSTALL THE BOLTS WITH THEIR HEADS UP.,Install the bolts with their heads uppermost.
upward,adverb,0,"UP
              (adverb)",,
urgently,adverb,0,"IMMEDIATELY
              (adverb)",GET MEDICAL AID IMMEDIATELY.,Seek medical aid urgently.
usage,noun,0,"USE
              (verb)",IF YOU USE INCORRECT THINNERS. PROBLEMS CAN OCCUR DURING OPERATION.,The usage of incorrect thinners can cause problems during operation.
use,noun,0,"OPERATION
              (noun)","WHEN THE MOTOR IS IN OPERATION, KEEP YOUR HANDS AWAY FROM THE BLADE.",Keep your hands away from the blade when the motor is in use.
utilization,noun,0,"USE
              (verb)",READ THE INSTRUCTIONS THAT TELL YOU HOW TO USE THE OXYGEN MASK.,Read the oxygen mask instructions for its utilization.
utilize,verb,0,"USE
              (verb)",THE SOFTWARE USES CACHING TECHNIQUES TO DECREASE DATA RETRIEVAL TIMES.,The software utilizes caching techniques to decrease data retrieval times.
valid,adjective,0,"CORRECT
              (adjective)",MAKE SURE THAT THE TEST RESULTS ARE CORRECT.,Make sure that the test results are valid.
validity,noun,0,"CORRECT
              (adjective)",MAKE SURE THAT THE TEST RESULTS ARE CORRECT.,Check the validity of the test results.
variable,adjective,0,"CHANGE
              (verb)","IF THE HUMIDITY CHANGES FREQUENTLY, PUT A COVER ON THE UNIT.","If the humidity is variable, put a cover on the unit."
various,adjective,0,"DIFFERENT
              (adjective)",REFER TO TABLE 5 FOR THE DIFFERENT TORQUE VALUES THAT ARE APPLICABLE TO THE UNIT.,Refer to Table 5 for the various torque values that are applicable to the unit.
vary,verb,0,"CHANGE
              (verb)",CHANGE THE FREQUENCY AND RECORD THE RESULTS.,Vary the frequency and record the results.
vent,verb,0,"RELEASE
              (verb)",RELEASE THE PRESSURE.,Vent the pressure.
ventilate,verb,0,"AIRFLOW
              (noun)",MAKE SURE THAT THE AREA WHERE YOU WILL USE THIS SOLVENT HAS GOOD AIRFLOW.,Ventilate the area where this solvent is used.
ventilation,noun,0,"AIRFLOW
              (noun)",MAKE SURE THAT THE AIRFLOW IS SUFFICIENT.,Make sure that the ventilation is sufficient.
verify,verb,0,"MAKE SURE
              (verb)",MAKE SURE THAT THE FITTINGS ARE TIGHT.,Verify the tightness of the fittings.
via,preposition,0,"THROUGH
              (preposition)",GET ACCESS THROUGH THE No. 6 BREAK-IN PANEL.,Get access via No. 6 break-in panel.
vibrate,verb,0,"VIBRATION
              (noun)","IF THERE IS VIBRATION IN THE UNIT, DISCONNECT THE POWER SUPPLY.","If the unit vibrates, cut the power."
vicinity,noun,0,"NEAR
              (preposition)",MAKE SURE THAT SOLVENTS ARE NOT NEAR THE ENGINE EXHAUST.,Make sure that solvents are not in the vicinity of the engine exhaust.
view,verb,0,"SEE
              (verb)",THE BOLT WILL BE AT THE 2 O'CLOCK POSITION WHEN SEEN FROM THE REAR.,The bolt will be at 2 o'clock when viewed from the rear.
vigorous,adjective,0,"FORCE
              (Technical noun)","WHEN YOU CLEAN THE CARPET, DO NOT USE TOO MUCH FORCE ON THE BRUSH. TOO MUCH FORCE CAN CAUSE DAMAGE TO THE CARPET.",Vigorous cleaning with a brush can cause damage to the carpet.
vigorously,adverb,0,"FORCE
              (Technical noun)","WHEN YOU MOVE THE CONTROL WHEEL, DO NOT APPLY TOO MUCH FORCE.",Do not move the control wheel too vigorously.
visible,adjective,0,"SEE
              (verb)",MAKE SURE THAT YOU CAN SEE THE OIL LEVEL THROUGH THE SIGHT GAUGE.,Make certain that the oil level is visible through the sight gauge.
